count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Straw_kgha,Export_straw_percent,Irrig_m3,Water_source,Irrig_equipment,Packaging_type1,Packaging_type1_kgha,Packaging_type2,Packaging_type2_kgha,Fuel_type,Fuel_unit,Fuel_ha,Urea_kgha,NPK_kgha,NPK_N_percent,NPK_P_percent,NPK_K_percent,MAP_kgha,UAN_kgha,AN_kgha,AP_kgha,AS_kgha,CAN_kgha,Total_fert_min_kgha,Manure_kgha,Manure_type,Compost_kg_ha,Digestate_kg_ha,Total_fert_org_kgha,N_tot,N_min,N_orga,P_tot,P_min,P_orga,K_tot,K_min,K_orga,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Acaricide_kgha,Biocide_NE_kgha,Total_pesticides_kgha,Seed_kgha,Equipement_phyto,Molecule_name_1,Dose_kgha_1,Phase_application_1,Molecule_name_2,Dose_kgha_2,Phase_application_2,Molecule_name_3,Dose_kgha_3,Phase_application_3,Molecule_name_4,Dose_kgha_4,Phase_application_4,Molecule_name_5,Dose_kgha_5,Phase_application_5,Molecule_name_6,Dose_kgha_6,Phase_application_6,Molecule_name_7,Dose_kgha_7,Phase_application_7,Molecule_name_8,Dose_kgha_8,Phase_application_8,Molecule_name_9,Dose_kgha_9,Phase_application_9,Transport_1,Transport_type_1,Transport_tkm_1,Transport_2,Transport_type_2,Transport_tkm_2,Transport_3,Transport_type_3,Transport_tkm_3,Transport_4,Transport_type_4,Transport_tkm_4,Transport_tkm,Transport_type,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Irrig_lake_m3,Irrig_river_m3,Irrig_well_m3,Irrigation_source,Source_module,Output_basis,Yield_data_status,Yield_basis_note
5,sierra,LOJA,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11,0.7,259.74025974026,,,0.0,,goteo,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,88.12272694,,,,,,,,,,56.24545388,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
129,sierra,LOJA,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11,0.4,214.5454545454545,,,15652.17391304348,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,130.43478260869566,,,,,,219.99229945000002,,,,0.0,0.0,,,,0.0,,,,,,,,,,5.0,5.0,0.375,0.0,0.0,0.0,0.26818181818181797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
8,sierra,LOJA,CAÑA DE AZÚCAR / AZÚCAR (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11,5.75,136363.63636363632,,,34782.608695652176,,surcos,TONELADA,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,181.436948,,,,,,421.19291499999997,23.610413653653655,90.718474,,583.19019,0.0,,,,0.0,,,,,,,,,,,2.0,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,34782.608695652176,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
89,sierra,LOJA,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11,0.2,4545.45454545455,,,34782.608695652176,,sin riego,QUINTAL,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,,,,,,,566.9904625,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.5,3.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
2,sierra,LOJA,CEBADA,transitory,2024-02-01,2024-06-01,4,0.53,899.6212121212142,,,,,sin riego,SACA,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,,100.0,,,,,,,,,,50.0,1133.980925,,,,1133.980925,,,,,,,,,,2.0,,,0.0,0.0,1.0,14.39393939393944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.980925,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
39,sierra,LOJA,CEBOLLA BLANCA,transitory,2024-01-01,2024-12-01,11,0.03,1363.6363636363649,,,,,aspersi?n,ATADO,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,10178.9935,,151.19745666666668,,,,,,,,,,0.0,4535.9237,,,,4535.9237,,,,,,,,,,1.3333333333333335,7.670454545454546,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535.9237,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
341,sierra,LOJA,FREJOL SECO (GRANO SECO),transitory,2023-09-01,2024-07-01,10,0.07,349.65034965034994,,,6956.521739130435,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,104.6751623076923,,,,,,138.9126633125,,,,0.0,374.21370525000003,,,,374.21370525000003,,,,,,,,,,0.6944444444444444,2.3333333333333335,0.12631578947368421,0.0,0.0,0.0,1.1363636363636367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.21370525000003,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
52,sierra,LOJA,FREJOL TIERNO (VAINA),transitory,2023-09-01,2024-03-01,6,0.055,587.1212121212129,,,5978.260869565218,,sin riego,QUINTAL,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,65.0,,,,,,113.39809250000002,,,,0.0,30.22059165125,,,,30.22059165125,,,,,,,,,,1.4705882352941175,2.272727272727273,,0.0,0.0,0.0,2.2828733766233738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.22059165125,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
2,sierra,LOJA,GRAMALOTE,cultivated_pasture,2024-01-01,2024-12-01,11,3.0,15000.0,,,,,sin riego,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,"Cultivated-pasture dry-matter yield proxy for gramalote or Axonopus-type pasture; Ecuador references support a working range near 10-20 t DM/ha/year, with the midpoint retained as proxy."
113,sierra,LOJA,HABA SECA (GRANO SECO),transitory,2023-10-01,2024-05-01,7,0.07,298.29545454545496,,,5217.391304347827,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,37.79936416666667,,,,,,,,,,0.0,188.99682083333335,,,,188.99682083333335,,,,,,,,,,0.3023949133333334,1.8166666666666669,,0.0,0.0,0.0,0.5681818181818187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.99682083333335,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
24,sierra,LOJA,HABA TIERNA (VAINA),transitory,2023-09-01,2024-04-01,7,0.07,523.0880230880242,,,5217.391304347827,,sin riego,QUINTAL,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,25.919563999999998,,,,,,170.09713875,,,,0.0,267.74045626533336,,,,267.74045626533336,,,,,,,,,,3.125,,,0.0,0.0,0.0,4.966624284806105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.74045626533336,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
7,sierra,LOJA,LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.3,7954.545454545438,,,18260.869565217392,,surcos,COSTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,196.5566936666667,,,,,,102.05828324999999,,,,113.39809249999999,0.0,,,,0.0,,,,,,,,,,15.119745666666669,8.333333333333334,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,18260.869565217392,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
26,sierra,LOJA,MAIZ DURO CHOCLO (CHOCLO),transitory,2024-01-01,2024-04-01,3,0.25,2011.3636363636347,,,11304.347826086958,,surcos,QUINTAL,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,81.48365928143713,,,,,,544.310844,,29.940119760479043,,226.79618500000004,0.0,,,,0.0,,,,,,,,,,2.7215542200000002,7.0,0.5,0.0,0.0,2.26796185,0.606060606060606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
385,sierra,LOJA,MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-08-01,7,1.0,3090.909090909092,,,11304.347826086958,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,146.84645071942447,,,,,,181.436948,151.19745666666668,226.796185,,211.67643933333332,0.0,,,,0.0,,,,,,,,,,1.0882352941176472,4.0,0.5409356725146199,0.0,0.0,2.6666666666666665,9.469696969696967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
48,sierra,LOJA,MAIZ SUAVE CHOCLO (CHOCLO),transitory,2023-10-01,2024-03-01,5,0.065,1255.4112554112558,,,11304.347826086958,,sin riego,SACO,,CHOCLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,97.198365,,,,,,113.39809250000002,,,,0.0,510.29141625,,,,510.29141625,,,,,,,,,,3.7364130434782608,1.0,,0.0,0.0,0.0,2.8409090909090935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.29141625,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
377,sierra,LOJA,MAIZ SUAVE SECO (GRANO SECO),transitory,2023-09-01,2024-07-01,10,0.07,757.5757575757583,,,11304.347826086958,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,125.0,,,,,,141.747615625,,,,0.0,340.19427749999994,,,,290.29911680000004,,,,,,,,,,1.25,3.2795698924731185,0.3631578947368421,0.0,0.0,0.0,1.7045454545454501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.29911680000004,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
33,sierra,LOJA,MANI,transitory,2024-01-01,2024-12-01,11,0.25,772.7272727272731,,,10434.782608695654,,surcos,QUINTAL,,GRANO DESCASCARADO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,,49.30351847826087,,,,,,181.436948,302.39491333333336,,,0.0,0.0,,,,0.0,,,,,,,,,,2.0,6.666666666666667,0.2,0.0,0.0,1.25,9.659090909090914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
3,sierra,LOJA,MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.8,2954.54545454545,,,11250.0,,sin riego,COSTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,226.79618499999998,,,,,,500.0,,,,726.796185,187.106852625,,,,187.106852625,,,,,,,,,,6.666666666666667,4.0,,0.0,0.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.106852625,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,LOJA,NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.4,4136.363636363625,,,18260.869565217392,,surcos,COSTAL,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,2.5,,,0.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,18260.869565217392,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
376,sierra,LOJA,OTROS PASTOS CULTIVADOS,cultivated_pasture,2024-01-01,2024-12-01,11,1.0,15000.0,,,10434.782608695654,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,60.0,,,,,,231.52110552083334,,,,0.0,0.0,,,,0.0,,,,,,,,,,3.829936416666667,1.5666666666666667,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,regional_proxy_dm_yield,"Fallback cultivated-pasture dry-matter yield proxy for uncategorized tropical improved pasture, retained as a conservative 10-20 t DM/ha/year range."
103,sierra,LOJA,OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11,0.02,4999.999999999999,,,0.0,,sin riego,SACO,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,321.2945954166667,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.9449841041666668,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
213,sierra,LOJA,OTROS TRANSITORIOS,transitory,2024-01-01,2024-03-01,2,0.045,2142.8571428571427,,,10434.782608695654,,aspersi?n,ATADO,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,,45.359237,,,,,,155.9223771875,11.805555555555555,30.239491333333337,,0.0,0.0,,,,0.0,,,,,,,,,,1.7857142857142856,1.78125,1.3135279047916666,0.0,0.0,0.0,6.060606060606066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
12,sierra,LOJA,PAPA,transitory,2024-09-01,2024-12-01,3,0.15,2935.606060606062,,,,,sin riego,QUINTAL,,TUBERCULO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,,198.44666187500002,,,,,,,,,,0.0,483.71090336800006,,,,483.71090336800006,,,,,,,,,,,3.75,,0.0,0.0,0.0,45.454545454545496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.71090336800006,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
154,sierra,LOJA,PASTO MIEL (CHILENA),cultivated_pasture,2024-01-01,2024-12-01,11,5.75,10000.0,,,10434.782608695654,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,,,,,,,201.59660888888888,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,Cultivated-pasture dry-matter yield proxy for pasto miel or Setaria-type pasture; Ecuador evidence and FAO tropical benchmarks support a working range near 9-14 t DM/ha/year.
602,sierra,LOJA,PASTO MIXTO,cultivated_pasture,2024-01-01,2024-12-01,11,0.78,17000.0,,,10434.782608695654,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,159.15521754385964,,,,,,117.17802891666668,,,,0.0,0.0,,,,0.0,,,,,,,,,,,1.3245359875221692,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,regional_proxy_dm_yield,"Cultivated-pasture dry-matter yield proxy for mixed pasture, set as an inferred midpoint spanning the Ecuador-supported tropical grass proxies used in this project."
1,sierra,LOJA,PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,,20420.4545454546,,,,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
8,sierra,LOJA,PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.505,5863.636363636365,,,14782.608695652176,,sin riego,OTRA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,LOJA,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,,10909.090909090917,,,,,aspersi?n,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
11,sierra,LOJA,TOMATE RIÑON,transitory,2024-01-01,2024-05-01,4,0.18,30303.030303030337,,,7500.0,,goteo,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5856.4935000000005,,115.718474,,,,,,170.09713874999997,30.555555555555557,163.88888888888889,,181.436948,0.0,,,,0.0,,,,,,,,,,2.0,1.6944444444444444,3.5153408675,0.0,0.0,7.817693,25.568181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7500.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
3,sierra,LOJA,TRIGO,transitory,2024-02-01,2024-07-01,5,0.12,1363.636363636364,,,,,sin riego,SACA,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,,200.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,4.0,,,0.0,0.0,0.0,3.7878787878787916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
19,sierra,LOJA,YUCA,transitory,2024-01-01,2024-12-01,11,0.03,4545.45454545455,,,10434.782608695654,,sin riego,QUINTAL,,RAIZ FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,63.5029318,,,,,,181.436948,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.4,0.5277777777777778,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
25,sierra,PICHINCHA,AGUACATE (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.5,5022.727272727279,,,15652.17391304348,,sin riego,CAJA,,FRUTA FRESCA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,720.0,,,,,,5.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,14.464285714285715,0.8232142857142857,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
5,sierra,PICHINCHA,ARVEJA SECA (GRANO SECO),transitory,2024-05-01,2024-10-01,5,0.75,159.0909090909089,,,,,sin riego,QUINTAL,,GRANO SECO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,31.751465900000003,,,,,,,,,,31.751465900000003,0.0,,,,0.0,,,,,,,,,,0.5,,,0.0,0.0,0.0,27.2727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
14,sierra,PICHINCHA,ARVEJA TIERNA (VAINA),transitory,2024-06-01,2024-09-01,3,0.06,1748.2517482517499,,,7304.347826086958,,sin riego,QUINTAL,,VAINA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,143.92834817307693,,,,,,,,,,0.0,206.436948,,,,206.436948,,,,,,,,,,1.0,,0.8,0.0,0.0,0.25,2.8409090909090877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.436948,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
1,sierra,PICHINCHA,BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11,0.1,1363.6363636363599,,,,,sin riego,,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
90,sierra,PICHINCHA,BRACHIARIA,cultivated_pasture,2024-01-01,2024-12-01,11,10.0,25000.0,,,,,sin riego,,,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,,56.666666666666664,,,,,,111.33980925,,,,0.0,0.0,,,,0.0,,,,,,,,,,1.8867924528301887,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,Cultivated-pasture dry-matter yield proxy for Brachiaria based on Ecuador evidence from humid-tropics cultivar studies and Guayas field-response studies; working range retained at 20-30 t DM/ha/year.
4,sierra,PICHINCHA,BROCOLI,transitory,2024-07-01,2024-09-01,2,0.02,7272.72727272725,,,7500.0,,aspersi?n,UNIDAD,,REPOLLO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,6389.4948,,,,,,,,,,,,0.0,566.9904625,,,,566.9904625,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,566.9904625,0.0,0.0,0.0,0.0,well,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
130,sierra,PICHINCHA,CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11,1.97,488.04483188044844,,,11250.0,,sin riego,QUINTAL,,ALMENDRA SECA,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,127.29891,,,,,,58.319019000000004,85.71428571428571,75.0,,0.0,0.0,,,,0.0,,,,,,,,,,1.5,1.6175000000000002,3.0,0.0,0.0,0.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
27,sierra,PICHINCHA,CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11,4.0,170.45454545454552,,,11250.0,,sin riego,QUINTAL,,GRANO ORO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,329.1165665,,,,,,100.0,,,,118.78205128205128,0.0,,,,0.0,,,,,,,,,,1.0,0.75,1.5,0.0,0.0,1.0256410256410258,5.6818181818181746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
21,sierra,PICHINCHA,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11,4.0,3207.272727272725,,,,,sin riego,LIBRA,,TALLO FRESCO,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,,12.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.525,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.
